同心锁,https://www.baike.com/wiki/同心锁,//p1-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/a940dd89f5a14c21843e6b5304ba0db8~tplv-mlhdmxsy5m-q75:0:0.image,相传月老有一件宝物同心锁，相爱的男女只要被同心锁锁住就会永不分离！如果恋人的爱情能够感动月老，他就会赐给恋人同心锁，让恋人从此生生世世永结同心。
兰州城市学院,https://www.baike.com/wiki/兰州城市学院,//p3-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/0145fabb631c4b9abd5f9c0cc65e1434~tplv-mlhdmxsy5m-q75:0:0.image,兰州城市学院（Lanzhou City University）位于甘肃省会兰州，成立于2006年，是应用技术大学（学院）联盟、甘肃高校教师教育联盟、安宁五所高校战略联盟、全国石油高校协作会议、，CDIO工程教育联盟成员单位，甘肃省首批应用技术大学试点高校，由华东师范大学对口支援。学校前身是始建于1958年6月的兰州师范高等专科学校和新西兰友人路易·艾黎于1942年5月创办的培黎石油学校。2006年2月经教育部批准设置为省属全日制普通本科院校。2007年8月，经甘肃省政府批准，甘肃省幼儿师范学校整体并入学校。截至2018年11月，学校有校本部、培黎、东校区三个校区占地50.54万平方米，下设18
外语,https://www.baike.com/wiki/外语,//p3-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/f90df89bfcff4142b40c5682bd481772~tplv-mlhdmxsy5m-q75:0:0.image,外语，指外国语，即非本国人使用的语言。指某一地区的本土居民不使用的语言：例如，英语在中国就是一种外语。它也指某人所属国家不使用的语言，也即，对一名生活在中国的英语使用者来说，中文也是一门外语。
中央政府,https://www.baike.com/wiki/中央政府,//p3-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/acb1b83b84494dd3b57a55b11075bb2b~tplv-mlhdmxsy5m-q75:0:0.image,中央政府，简称“中央”，是最高国家行政机关。与“地方政府”相对。负责统一领导全国的行政工作，集中掌握国家的国防、外交、财政、内政等行政职权。在中国又叫“国务院”或“中央人民政府”，是中华人民共和国最高人民政府机构。中华人民共和国国务院总理是中国中央政府的最高首长。
番茄酱,https://www.baike.com/wiki/番茄酱,//p3-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/cae97cc735b84b99ad56f9ca54562878~tplv-mlhdmxsy5m-q75:0:0.image,番茄酱，为番茄的酱状浓缩制品，以成熟红番茄为原料，经破碎、打浆、去皮和籽后浓缩、罐装、杀菌制成。成品为鲜红色的酱状体，具有番茄的特有风味。西餐中运用十分广泛，中餐烹调中主要用于甜酸味浓的“茄汁味”味型的调制。如茄汁鱼花、番茄兔丁、茄汁里脊等。
鳕鱼,https://www.baike.com/wiki/鳕鱼,//p1-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/2b6e2bb2b71a47b69e9ac6ce88857924~tplv-mlhdmxsy5m-q75:0:0.image,鳕鱼，中药名。为鳕科动物鳕鱼（Tilesius）的肉。分布于渤海、黄海及东海北部。具有活血止痛，通便之功效。常用于跌打骨折，外伤出血，便秘。
AVP,https://www.baike.com/wiki/AVP,,国内的经营主要致力于智能楼宇布线产品，以AVPACS结构化综合布线（六类屏蔽/非屏蔽、超五类屏蔽/非屏蔽、五类屏蔽/非屏蔽、光纤到桌面等）为主，为通信行业提供语音、数据和图像等系统集成的端到端综合布线全面解决方案。
佩金,https://www.baike.com/wiki/佩金,//p1-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/bbd6a5444fb74f67bbd3e7b5b01dd79c~tplv-mlhdmxsy5m-q75:0:0.image,日本动漫《海贼王》里的角色，超新星特拉法尔加·罗的船员。总是戴着一顶有一个红色绒球、黄色帽檐、写着”PENGUIN“字样的帽子。小臂上有纹身。
乐在沟通,https://www.baike.com/wiki/乐在沟通,,《乐在沟通》是2004年台湾实业（集英文出版社出版的图书，作者是夏郁华。
魔法师,https://www.baike.com/wiki/魔法师,//p6-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/26918daa7d4448b599bd9aca673819f9~tplv-mlhdmxsy5m-q75:0:0.image,魔法师是在“欧美民间传说”、幻想文学、桌面和电子游戏中经常被提及的角色，指可以驱使某种神秘力量的人群。魔法师就是那些能够变魔法的人，不论这种魔法是邓布利多教授在魔法学校教授的那些，还是乡村巫师念的咒语那样的小把戏，或者是舞台逃脱魔术表演大师胡迪尼表演的那种魔法。在世界的各种文化中都存在这样的神奇魔法师。
Android,https://www.baike.com/wiki/Android,//p1-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/cabff7869f184cb6b149f9f8305ac49b~tplv-mlhdmxsy5m-q75:0:0.image,Android是一种基于Linux的自由及开放源代码的操作系统。主要使用于移动设备，如智能手机和平板电脑，由Google（谷歌）公司和开放手机联盟领导及开发。尚未有统一中文名称，中国大陆地区较多人使用“安卓”或“安致”。Android操作系统最初由Andy Rubin开发，主要支持手机。2005年8月由Google收购注资。2007年11月，Google与84家硬件制造商、软件开发商及电信营运商组建开放手机联盟共同研发改良Android系统。随后Google以Apache开源许可证的授权方式，发布了Android的源代码。第一部Android智能手机发布于2008年10月。Android逐渐扩
炉石传说：魔兽英雄传,https://www.baike.com/wiki/炉石传说：魔兽英雄传,//p3-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/c522c12dab1e4f808b7021ccd5354630~tplv-mlhdmxsy5m-q75:0:0.image,《炉石传说：魔兽英雄传》是一款由暴雪娱乐开发的集换式卡牌游戏。中国大陆地区的独家运营由网易公司代理。2014年3月13日全球同步正式运营。游戏背景设定于暴雪的魔兽系列，共九位魔兽中的角色作为九种不同的职业。而玩家要做的，就是根据己方现有的卡牌组建合适的卡组，指挥英雄，驱动随从，施展法术，与游戏好友或素不相识的对手一决高下。2014年获TGA2014游戏大奖最佳移动掌机游戏， 2015年获第二届SXSW游戏大奖年度移动游戏。2017年获谷歌Play Awards最佳多人游戏。2020年1月10日，《炉石传说：魔兽英雄传》在IGN评出的最令人沉迷的十大网游中排名第5。
冯小刚,https://www.baike.com/wiki/冯小刚,//p1-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/a67593169c1d428abf5c3ea8d0f5dd81~tplv-mlhdmxsy5m-q75:0:0.image,冯小刚，1958年出生于北京，祖籍湖南省湘潭市，中国内地导演、编剧、演员。第十三届全国政协文化文史和学习委员会委员。1984年担任剧情片《生死树》的美术助理，从而进入电影圈。1985年在北京电视艺术中心担任美工师。1991年担任中国首部电视系列喜剧《编辑部的故事》的编剧，并凭借该剧在中国内地获得关注。1994年执导个人首部电视剧《北京人在纽约》，该剧获得第12届中国电视金鹰奖最佳长篇连续剧奖。1997年执导中国内地首部贺岁电影《甲方乙方》，该片奠定了冯小刚黑色幽默的电影风格。1998年执导的喜剧爱情片《不见不散》成为中国内地电影年度票房冠军 。2001年执导喜剧片《大腕》，该片获得第25届大众
冉晨,https://www.baike.com/wiki/冉晨,//p6-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/8ca431ecf3d94da68da41a0134b0e24a~tplv-mlhdmxsy5m-q75:0:0.image,《冉晨》是荷兰水创作的网络小说，发表于晋江文学网。
网页,https://www.baike.com/wiki/网页,//p3-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/052c0ef611ad48309e0714e6a7c86561~tplv-mlhdmxsy5m-q75:0:0.image,网页是构成网站的基本元素，是承载各种网站应用的平台。通俗地说，您的网站就是由网页组成的，如果您只有域名和虚拟主机而没有制作任何网页的话，您的客户仍旧无法访问您的网站。网页是一个包含HTML标签的纯文本文件，它可以存放在世界某个角落的某一台计算机中，是万维网中的一“页”，是超文本标记语言格式（标准通用标记语言的一个应用，文件扩展名为.html或.htm）。网页通常用图像档来提供图画。网页要通过网页浏览器来阅读。
欧洲冠军联赛,https://www.baike.com/wiki/欧洲冠军联赛,//p6-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/4e05ffa7e26a4b6c974fd0787cd15b75~tplv-mlhdmxsy5m-q75:0:0.image,欧洲冠军联赛（UEFA Champions League，简称欧冠）是欧洲足球协会联盟主办的年度足球比赛，代表欧洲俱乐部足球最高荣誉和水平，被认为是全世界最高素质、最具影响力以及最高水平的俱乐部赛事，亦是世界上奖金最高的足球赛事和体育赛事之一。欧洲冠军联赛前身是欧洲俱乐部冠军杯（European Champion Clubs&#x27; Cup），1992-1993赛季欧足联对这项杯赛的赛制和名称正式进行了修改。改制后仍继承欧洲俱乐部冠军杯成立以来的各种纪录，未被分开计算，旧有的名称“欧洲俱乐部冠军杯”则留在了冠军奖杯上。该项赛事最成功的球队是13次夺冠的皇家马德里，紧随其后的是7次夺冠的AC米兰，6次
FLAIR,https://www.baike.com/wiki/FLAIR,//p9-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/014559479b494a2fb46f5212ad328210~tplv-mlhdmxsy5m-q75:0:0.image,FLAIR是fluid attenuated inversion recovery的英文缩写，在脑、脊髓MRI（核磁共振）中常用。在T2WI中可抑制脑脊液的高信号，使邻近脑脊液、具有高信号（长T2）的病变得以显示清楚。FLAIR序列属于反转恢复序列（inversion recovery，IR），IR序列是属于获得MRI图像的技术中的序列技术。IR序列主要采用180°一90°一180°脉冲组合，在所有序列技术里，图像信息相对较多，但扫描时间相应地也较长。IR序列目前主要包括两种，一种就是FLAIR序列，另一种是STIR序列。
高中,https://www.baike.com/wiki/高中,//p9-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/4f223869a1ae4c0eb3a87afc63130ac3~tplv-mlhdmxsy5m-q75:0:0.image,高中（Senior high school），是高级中学的简称，我国中学分为初级中学与高级中学，两者同属中等教育的范畴。高级中学是我国九年义务教育结束后更高等的教育机构，上承初中，下启大学，一般为三年制。中国的高中教育指初中以后的普通高级中学教育，包括：普通高中、成人高中、职业高中、中等专业学校、中级技工学校等，均属于中等教育的范畴。2016年，全国共有高中阶段学校（包括普通高中、成人高中和中等职业教育）2.47万所，招生1396.3万人，在校生3970.1万人。
雪儿,https://www.baike.com/wiki/雪儿,//p1-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/aa11bfd393c74100b5aead74cf2779f1~tplv-mlhdmxsy5m-q75:0:0.image,雪儿，本名Cherilyn Sarkisian，1946年出生在美国加利福尼亚，美国女演员及歌手。雪儿在音乐上的成绩主要是在二十世纪60～70年代，她的歌曲风格从60年代女子组合的流行歌曲到Jackie Deshannon的民谣，再到Dusty Springfield风格的流行乐。她在音乐、电视剧和电影界成就包括了一座奥斯卡金像奖、一座格莱美奖、一座艾美奖和三座金球奖等。
自贡,https://www.baike.com/wiki/自贡,,自贡，四川省地级市，位于四川盆地南部；东邻隆昌市、泸县，南界泸州市、宜宾市，西与犍为县、井研县毗邻，北靠仁寿县、威远县、内江市；大地构造系杨子淮地四川台坳、川中台拱、自贡凹陷；属亚热带湿润季风气候；2017年，全市幅员面积4381平方公里，管辖4个区、2个县；户籍人口323.94万人。自贡“因盐设市”，“自、贡”两个字就是由“自流井”和“贡井”两个盐井名字合称而来。 同时，自贡还是中国重要的恐龙化石产地，被称为“恐龙之乡”，以拥有世界三大恐龙博物馆之一的自贡恐龙博物馆而闻名于海内外。自贡美食食盐为百味之祖，植根于巴蜀文化，结胎于川菜系列，伴随着盐业经济的繁荣与发展而形成的自贡盐帮菜，成为有别于
配偶,https://www.baike.com/wiki/配偶,//p1-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/863e2d9ec4824d7aae4ffafe35bb3e39~tplv-mlhdmxsy5m-q75:0:0.image,配偶是一个汉语词汇，又称夫妻，读音为pèi ǒu，意思是合法婚姻中的双方互为配偶。它是其他亲属关系（血亲、姻亲）赖以发生的基础。配偶关系因婚姻的成立而发生。
黏着语,https://www.baike.com/wiki/黏着语,//p6-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/f919f248285144caad9d19c8080ba1ed~tplv-mlhdmxsy5m-q75:0:0.image,黏着语：一种语言的语法类型，通过在词根的前中后粘贴不同的词尾来实现语法功能。语法意义主要由加在词根的词缀来表示的，词缀分为前缀、中缀、后缀，常见的有前缀、后缀。
土改,https://www.baike.com/wiki/土改,//p6-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/2b80e2acb6254b0fa5c93f3a516819fb~tplv-mlhdmxsy5m-q75:0:0.image,土地改革(land reform)，政府对土地使用和制度等方面进行的大调整，包括方方面面的内容。比如土地税收、产权改革、土地使用制度的改革等等。中国自古以来就是一个以农业生产为主的国家，因此关于土地使用制度的改革可以说一直都需要进行。一九四七年九月，中国共产党在河北省石家庄市西柏坡村举行全国土地会议，通过了《中国土地法大纲》，于同年十月十日由中共中央公布。2014年11月11日获悉，由国土资源部、农业部等多部委参与制定的土地改革总体方案已成形并提交审议，预计最快可在中央农村经济工作会议上正式推出，并在2015年安排试点。
加利福尼亚大学,https://www.baike.com/wiki/加利福尼亚大学,//p1-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/6637fb988b6042cda1a9291857064164~tplv-mlhdmxsy5m-q75:0:0.image,加利福尼亚大学（University of California），简称加州大学，是位于美国加州的一个由10所公立大学组成的大学行政系统，也是世界上最具影响力的公立大学系统，被誉为“公立高等教育的典范”。加州大学起源于1853年建立在加州奥克兰市的加利福尼亚学院（College of California），1868年3月23日正式更名为“加州大学（University of California）”、加州大学正式成立。 1873年，学校迁入奥克兰市之外的新址，而为了纪念18世纪最伟大的哲学家之一乔治·贝克莱（George Berkeley），新的大学城被命名为“伯克利市”。 而此时的加州大学
QQ自由幻想,https://www.baike.com/wiki/QQ自由幻想,//p3-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/ec99eed27cb5459693206cf10e809cfe~tplv-mlhdmxsy5m-q75:0:0.image,《QQ自由幻想》是由腾讯游戏《QQ幻想》制作团队原班人马开发并运营的一款2.5D大型多人在线Q版角色扮演类网络游戏，游戏采用道具及增值服务付费的模式运营。 于2008年4月3日正式公测。《QQ自由幻想》以古代中国神话为背景更具中国特色及玩家认知，其独特的剧情，将古代与现代、神话与历史、幽默与悲情等相互融合、碰撞，融入在“真情”、“洒脱”、“忠诚”、“无奈”等人间真实存在的情感中，并通过游戏将其在各种不同意境中诠释，带给玩家更为真实的体验和感受。
蔡文姬,https://www.baike.com/wiki/蔡文姬,//p1-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/c34f675a43e549b6802a98abd297124a~tplv-mlhdmxsy5m-q75:0:0.image,蔡琰，字文姬，别字昭姬，陈留郡圉县（今河南杞县）人，东汉时期女性文学家，文学家蔡邕之女。博学多才，擅长文学、音乐、书法。初嫁于卫仲道，丈夫死后回家。东汉末中原大乱诸侯割据，原本归降汉朝的南匈奴趁机叛乱，蔡文姬为匈奴左贤王所掳，生育两个孩子。曹操统一北方后，花费重金赎回，嫁给董祀。《隋书·经籍志》著录有《蔡文姬集》一卷，今已失传，只有《悲愤诗》二首和《胡笳十八拍》。文姬归汉的故事，广为流传。
论出版自由,https://www.baike.com/wiki/论出版自由,//p1-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/94dff91d94a44545afd3a417bd307e57~tplv-mlhdmxsy5m-q75:0:0.image,《论出版自由》是英国思想家约翰·弥尔顿创作的政治学著作，是他在1644年向英国国会提出的一篇演说词。在这篇演说词中，弥尔顿运用清晰的逻辑，广证博引，对长老派控制的国会制定的出版管制法进行了有力的批判，提出并论证了出版自由的主张。他指出，书籍就像一个宝瓶，把创作者智慧中最纯净的菁华保存起来，杀人只是杀死一个理性的动物，而禁止好书则是扼杀了理性本身。他进一步指出，即使是为了禁止坏书，制定出版管制法也是错误的。因为：①法律并不能清除恶行；②善与恶本是一体，消除其中之一，便会把另一个也一起消除。
2019爱奇艺尖叫之夜,https://www.baike.com/wiki/2019爱奇艺尖叫之夜,//p9-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/70d3b1f5191e4ec183b22c253ebe1d3d~tplv-mlhdmxsy5m-q75:0:0.image,2019爱奇艺尖叫之夜是由爱奇艺主办的综合类奖项，于2018年在中国举行并颁发，共设置29个奖项。2019爱奇艺尖叫之夜由吴亦凡获得尖叫男神，赵丽颖获得尖叫女神，NINE PERCENT获得尖叫男团。易烊千玺、鹿晗分别获得年度男歌手奖和年度全能艺人奖。黄晓明和唐嫣分别获得年度戏剧男女艺人。《偶像练习生》获得年度综艺节目。徐峥和周冬雨分别获得年度银幕男女艺人。2018年12月1日，2019爱奇艺尖叫之夜在北京工业大学奥林匹克体育馆举行，由华少、朱丹、雅琴、艾福杰尼、陈昊蓝领衔主持。
放射性衰变,https://www.baike.com/wiki/放射性衰变,,放射性衰变，是指元素从不稳定的原子核自发地放出射线，（如α射线、β射线、γ射线等）而衰变形成稳定的元素而停止放射（衰变产物），这种现象称为放射性衰变。
江民防火墙,https://www.baike.com/wiki/江民防火墙,,江民防火墙（新）是一款专为解决个人用户上网安全而设计的网络安全防护工具，产品融入了先进的网络访问动态监控技术，彻底解决黑客攻击、木马程序及互联网病毒等各种网络危险的入侵，全面保护个人上网安全。有了江民防火墙的保护，网民再不必担心上网帐号、QQ密码、游戏账号、游戏装备、银行帐号、邮件密码、个人隐私及其他重要个人信息的泄漏。
龙族,https://www.baike.com/wiki/龙族,//p3-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/273e850c2cbc435ba3ca798e293f4f96~tplv-mlhdmxsy5m-q75:0:0.image,《龙族》是作家江南创作的系列长篇魔幻小说，由《龙族Ⅰ火之晨曦》、《龙族Ⅱ悼亡者之瞳》、《龙族Ⅲ黑月之潮》、《龙族Ⅳ奥丁之渊》，《龙族Ⅴ：悼亡者的归来》组成，2009年10月1日开始在小说绘上连载，第一部于2010年04月首次出版，第二部于2011年05月出版，第三部上篇于2012年12月出版，第三部中篇于2013年07月出版，第三部下篇于2013年12月出版，第四部则于2015年10月出版，第五部于2018年5月15日在QQ阅读平台开始连载。作品讲叙了少年路明非在申请国外大学时收到了来自芝加哥远郊处的一所私立大学：卡塞尔学院的邀请函，随着路明非同学坐上去往芝加哥的CC1000次列车，踏上了与龙
生长素,https://www.baike.com/wiki/生长素,//p6-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/4b92d22236de4e299838ae0538895a9a~tplv-mlhdmxsy5m-q75:0:0.image,生长素（auxin）是一类含有一个不饱和芳香族环和一个乙酸侧链的内源激素，英文简称为IAA，其化学本质是吲哚乙酸。另外，4-氯-IAA、5-羟-IAA、萘乙酸（NAA）、吲哚丁酸等为类生长素。生长素是第一个获发现的植物激素。生长素中最重要的化学物质为3-吲哚乙酸。生长素有调节茎的生长速率、抑制侧芽、促进生根等作用，在农业上用以促进插枝生根，效果显著。
散文,https://www.baike.com/wiki/散文,//p3-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/b4f04baefe35487da9a8387de4dfdd44~tplv-mlhdmxsy5m-q75:0:0.image,散文是一个汉语词汇，拼音是sǎn wén。一指文采焕发；二指犹行文；三指文体名。散文是一种抒发作者真情实感、写作方式灵活的记叙类文学体裁。“散文”一词大概出现在北宋太平兴国(976年12月-984年11月)时期。《辞海》认为：中国六朝以来，为区别韵文与骈文，把凡不押韵、不重排偶的散体文章(包括经传史书)，统称“散文”。后又泛指诗歌以外的所有文学体裁。随着时代的发展，散文的概念由广义向狭义转变，并受到西方文化的影响。
攻心战,https://www.baike.com/wiki/攻心战,,攻心战是一种心理战术，即谈判一方采取让对手心理上不舒服或感情上的软化使对手妥协退让的战术。
陈力为,https://www.baike.com/wiki/陈力为,//p9-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/657973be2e1a417bb7a3b9b5c29e83da~tplv-mlhdmxsy5m-q75:0:0.image,陈力为，计算机与中文信息处理技术专家。电子工业部计算机与微电子发展研究中心高级顾问，兼任中国中文信息学会理事长。曾任国家计算机工业总局总工程师。主持并参加了7种不同型号的军用计算机的研制。获1985年国家科技进步特等奖。近10余年来，解决了计算机中文处理的若干关键性和基础性问题。主持制订的国家标准“信息交换用汉字编码字符集”，获1985年国家科技进步一等奖。
转义字符,https://www.baike.com/wiki/转义字符,,"所有的ASCII码都可以用“\”加数字（一般是8进制数字）来表示。而C中定义了一些字母前加&quot;\&quot;来表示常见的那些不能显示的ASCII字符，如\0,\t,\n等，就称为转义字符，因为后面的字符，都不是它本来的ASCII字符意思了。"
广告员,https://www.baike.com/wiki/广告员,,《广告员》是由杰克·康威 导演，克拉克·盖博、黛博拉·蔻儿主演的美国爱情电影。
弗雷德里克斯堡,https://www.baike.com/wiki/弗雷德里克斯堡,//p9-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/29edda7006c94cb8ad975823984fa26a~tplv-mlhdmxsy5m-q75:0:0.image,弗雷德里克斯堡（Fredericksburg）是位于美国弗吉尼亚州东北部的独立城市，人口19279（2000年），其中白人占73.18%、非裔美国人占20.41%、亚裔美国人占1.51%。
甲壳虫,https://www.baike.com/wiki/甲壳虫,//p9-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/13884926fcd3462c9f417d4e96593a8c~tplv-mlhdmxsy5m-q75:0:0.image,甲虫或甲壳虫是鞘翅目（Coleoptera）昆虫的俗称。该目是昆虫纲中乃至动物界种类最多、分布最广的。甲壳虫类昆虫体型大小差异甚大，体壁坚硬；口器咀嚼式；触角形状多样，10-11节；前胸发达，中胸小盾片外露；前翅为角质硬化的鞘翅，后翅膜质；幼虫为寡足型，少数为无足型。常见昆虫（俗称）：天牛、瓢虫、萤火虫、屎壳郎、斑蝥、独角仙、吉丁虫、芫菁、金龟子、锹形虫、叩头虫、龙虱、米象。
中国联合网络通信有限公司天津市分公司,https://www.baike.com/wiki/中国联合网络通信有限公司天津市分公司,,中国联合网络通信有限公司于2008年10月份正式成立。 中国联通共拥有8个海外pop点，通过POP点，其骨干传输网、骨干互联网、语音网都已经延伸到海外。 （以下简称“天津联通”）是中国联通在天津的分支机构，是天津地区最大的宽带通信及信息服务提供商。
奥林匹克博物馆,https://www.baike.com/wiki/奥林匹克博物馆,//p6-bk.byteimg.com/tos-cn-i-mlhdmxsy5m/4c73e53a631a41878c37db578217b16c~tplv-mlhdmxsy5m-q75:0:0.image,奥林匹克博物馆坐落在瑞士洛桑的奥林匹克公园内，毗邻国际奥委会总部。同国际奥委会总部一样，博物馆由国际奥委会委员、墨西哥建筑设计师佩德罗·拉米雷斯·巴斯克斯和瑞士建筑设计师皮埃尔·卡昂共同设计，共同主持施工。1993年6月23日，奥林匹克博物馆建成，并举行了隆重的开馆仪式，国际奥委会主席萨马兰奇为博物馆剪了彩。
